epoch 5 ......
progress: 10%   train loss: 1.1577126999370386   train time: 389s
progress: 19%   train loss: 1.1775844018321393   train time: 764s
progress: 29%   train loss: 1.181097150507553   train time: 1061s
progress: 39%   train loss: 1.1768993230776172   train time: 1375s
progress: 48%   train loss: 1.1711443712148952   train time: 1624s
progress: 58%   train loss: 1.1758023152060786   train time: 1873s
progress: 67%   train loss: 1.1780898481819806   train time: 2117s
progress: 77%   train loss: 1.1798609683518597   train time: 2385s
progress: 87%   train loss: 1.1822466211266085   train time: 2666s
progress: 96%   train loss: 1.1829703018788291   train time: 2937s
progress: 100%   train loss: 1.1833225299835206   train time: 3040s
test loss: 1.1999501075063432   acc: 57.39087301587302%   MAE: 0.8000992063492064
